Element 89	1.45864	4.18945	3.65866	0.10776	88.9091	1.05089	0.208479	3.16528	0.0523893	0.0909336	31.3298	0.0208808
Element 9	0.230561	0.52689	0.124347	0.480754	0.480764	39.5307	0.00124617	0.0720453	0.153076	0.0262182	0.592496	1.59128
Element 90	1.19014	2.55381	4.6811	0.0773469	0.659694	12.8014	0.226121	0.358251	0.00782264	0.108632	0.456766	0.0162623
Element 91	4.68538	2.98414	0.891988	14.4504	0.556439	0.0669513	0.224825	0.304445	0.00948163	0.103235	0.427256	0.0177731
Element 92	4.63344	3.18157	0.876455	16.3377	0.569518	0.068886	0.221685	0.272917	0.0111737	0.0984255	0.409471	0.0186215
Element 93	4.56774	3.40325	0.861842	19.0993	0.5901	0.0703205	0.219729	0.238177	0.0138306	0.0936334	0.393555	0.0194437
Element 94	5.45671	0.111688	3.3026	10.1893	0.0398131	0.314622	0.184568	0.493644	3.57485	0.104221	0.463081	21.937
Element 95	5.38322	0.123343	3.46469	10.729	0.0415138	0.339326	0.175437	3.398	0.46946	0.0998932	21.1602	0.451997
Element 96	5.38402	3.49861	0.18804	11.1211	0.35675	0.0539854	0.169143	3.19595	0.464393	0.0960083	18.0694	0.436318
Element 97	3.66091	0.203055	5.30698	0.384421	0.0548547	11.715	0.160934	3.04808	0.44361	0.092102	17.3525	0.427132
Element 98	3.9415	5.16915	0.161941	0.418247	12.5202	0.048154	0.4153	2.91761	0.151475	0.424914	19.09	0.0881569
Element 99	4.09781	5.10079	0.174617	0.446021	13.1769	0.0502743	2.76775	0.144497	0.402772	18.4815	0.0846233	0.41764
